iteration,avg_reward,win_rate,opp_loss,opp_acc
0,0.8239697118355985,0.53125,0.0,0.0
1,1.5673459967922367,0.578125,0.0,0.0
2,0.1649194229185228,0.529296875,0.0,0.0
3,0.6889050505506848,0.53125,0.0,0.0
4,1.6670534497427516,0.564453125,0.0,0.0
5,0.5224495230493733,0.521484375,0.0,0.0
6,0.17323957372911952,0.53125,0.0,0.0
7,1.5816229917733098,0.576171875,0.0,0.0
8,-0.33052745710648523,0.49609375,0.0,0.0
9,1.2249271005041205,0.541015625,0.0,0.0
10,1.1325710664408373,0.548828125,0.0,0.0
11,0.24095333636000002,0.54296875,0.0,0.0
12,-0.10468733918438711,0.498046875,0.0,0.0
13,0.38761461359540555,0.521484375,0.0,0.0
14,1.6740322384155828,0.572265625,0.0,0.0
15,1.1719537236940434,0.548828125,0.0,0.0
16,0.4966952570519287,0.552734375,0.0,0.0
17,0.0885173130738624,0.525390625,0.0,0.0
18,0.4026343070199895,0.541015625,0.0,0.0
19,0.6224273548874387,0.521484375,0.0,0.0
20,0.9810174110348361,0.525390625,0.0,0.0
21,0.6450706204094777,0.525390625,0.0,0.0
22,1.217889644685084,0.548828125,0.0,0.0
23,1.1988672592271132,0.55859375,0.0,0.0
24,1.6120096068107286,0.5703125,0.0,0.0
25,0.1780449234250803,0.498046875,0.0,0.0
26,-0.5972139202374562,0.49609375,0.0,0.0
27,0.5398524693226873,0.515625,0.0,0.0
28,0.9714389082182864,0.556640625,0.0,0.0
29,1.1010712251743044,0.53515625,0.0,0.0
30,1.0869001998920176,0.5625,0.0,0.0
31,0.40030232229860657,0.541015625,0.0,0.0
32,0.08267674521584079,0.48046875,0.0,0.0
33,0.6020238766643228,0.515625,0.0,0.0
34,1.089080420386809,0.5625,0.0,0.0
35,0.3796601936633621,0.517578125,0.0,0.0
36,0.8100303779025352,0.529296875,0.0,0.0
37,0.1952962264850313,0.505859375,0.0,0.0
38,0.7570285651876826,0.53515625,0.0,0.0
39,0.11295412655361672,0.494140625,0.0,0.0
40,0.292512535227366,0.494140625,0.0,0.0
41,1.8006908598940328,0.5625,0.0,0.0
42,-0.2384012851659474,0.513671875,0.0,0.0
43,-0.9261356647431551,0.48046875,0.0,0.0
44,-0.4121618398038435,0.48828125,0.0,0.0
45,1.850017677767855,0.58203125,0.0,0.0
46,0.8186726163285183,0.54296875,0.0,0.0
47,1.346452621739326,0.54296875,0.0,0.0
48,1.641443571619554,0.5546875,0.0,0.0
49,1.0885750685647322,0.552734375,0.0,0.0
50,0.8840125122014284,0.546875,0.0,0.0
51,0.23458675309675756,0.537109375,0.0,0.0
52,0.8917694294997843,0.537109375,0.0,0.0
53,0.20090074149348008,0.509765625,0.0,0.0
54,1.0573168426010067,0.55078125,0.0,0.0
55,1.4867987642552092,0.5625,0.0,0.0
56,0.8831340501811018,0.546875,0.0,0.0
57,0.888816795104959,0.5390625,0.0,0.0
58,0.46978527051551017,0.529296875,0.0,0.0
59,0.8051771423810102,0.54296875,0.0,0.0
